# id lon1 lat1 dep1 lon2 lat2 dep2 lon3 lat3 dep3 mean_len_m area_m2 strike dip rake
1.000000 170.557345 -21.805518 -51.078735 170.520116 -21.783632 -50.810397 170.552250 -21.771760 -53.977500 4724.973858 9656076.723648 305.388629 44.480492 70.604634
1.000000 170.594740 -21.827606 -51.214284 170.557345 -21.805518 -51.078735 170.590299 -21.794058 -54.168927 4733.897023 9694500.057397 303.939062 44.166416 69.793837
1.000000 170.631966 -21.849645 -51.229508 170.594740 -21.827606 -51.214284 170.628407 -21.816315 -54.235920 4730.508811 9677878.033804 302.564504 43.792513 69.028105
1.000000 170.668506 -21.871790 -51.098013 170.631966 -21.849645 -51.229508 170.666415 -21.838713 -54.168059 4715.352414 9608569.276879 301.350301 43.392342 68.386941
1.000000 170.704192 -21.894428 -50.794996 170.668506 -21.871790 -51.098013 170.703994 -21.861651 -53.931287 4706.295346 9565171.702105 300.323483 43.000249 67.905991
1.000000 170.740214 -21.918198 -50.336919 170.704192 -21.894428 -50.794996 170.740799 -21.885457 -53.497888 4743.681171 9733123.390331 299.452238 42.638042 67.575444
1.000000 170.779189 -21.943087 -49.865501 170.740214 -21.918198 -50.336919 170.777278 -21.909565 -52.967442 4858.289974 10214096.067624 298.741026 42.338662 67.431255
1.000000 170.821860 -21.966226 -49.700119 170.779189 -21.943087 -49.865501 170.814846 -21.932354 -52.590061 4904.726336 10378669.514649 298.265454 42.173142 67.577239
1.000000 170.867064 -21.985176 -50.041259 170.821860 -21.966226 -49.700119 170.854631 -21.951762 -52.644524 4895.437550 10325769.101097 298.104382 42.253502 68.108168
1.000000 170.912000 -21.999902 -50.759359 170.867064 -21.985176 -50.041259 170.896275 -21.966702 -53.228853 4872.933133 10266883.304369 297.834469 42.587273 68.649117
1.000000 170.952814 -22.012451 -51.459639 170.912000 -21.999902 -50.759359 170.938463 -21.979541 -54.027319 4698.018038 9535614.370716 297.295465 42.950292 68.970861
1.000000 170.990859 -22.026272 -51.864025 170.952814 -22.012451 -51.459639 170.980522 -21.993195 -54.697779 4629.211356 9198061.157207 296.709708 43.271418 69.233978
