File,Mw,Lon,Lat,Depth
tamtam_nuevo.000082.log,7.2121,167.39721,-17.931426,7.03
tamtam_nuevo.000083.log,7.0205,167.951079,-18.322311,9.86
tamtam_nuevo.000084.log,6.9616,167.819098,-17.924845,15.54
tamtam_nuevo.000085.log,7.0466,167.63171,-18.122156,7.3
tamtam_nuevo.000086.log,7.2167,167.720301,-18.444686,8.85
tamtam_nuevo.000087.log,7.0922,168.218986,-17.9358,30.59
tamtam_nuevo.000088.log,6.9951,169.598422,-19.779438,48.04
tamtam_nuevo.000089.log,6.8271,168.02163,-18.307561,16.88
tamtam_nuevo.000090.log,7.1043,168.334934,-18.342682,32.42
tamtam_nuevo.000091.log,7.0009,168.183622,-17.729366,34.72
tamtam_nuevo.000092.log,7.2034,167.679272,-18.292248,8.66
tamtam_nuevo.000093.log,7.2031,168.590842,-18.813767,41.46
tamtam_nuevo.000094.log,7.2054,168.15774,-17.296513,49.27
tamtam_nuevo.000095.log,6.9487,167.972652,-17.958203,17.03
tamtam_nuevo.000096.log,6.9774,168.35892,-17.836974,45.48
tamtam_nuevo.000097.log,6.9084,167.930294,-18.166024,14.07
tamtam_nuevo.000098.log,7.4714,167.854119,-17.883712,16.45
tamtam_nuevo.000099.log,6.8274,168.318869,-17.850278,42.03
tamtam_nuevo.000100.log,7.2748,167.979703,-18.019852,19.54
tamtam_nuevo.000101.log,7.2203,168.245472,-18.10493,33.5
tamtam_nuevo.000102.log,7.2372,168.353182,-18.121216,38.44
tamtam_nuevo.000103.log,7.0924,168.044637,-17.189948,36.5
tamtam_nuevo.000104.log,7.0775,168.038945,-18.339966,13.59
tamtam_nuevo.000105.log,7.0688,168.202875,-17.648898,36.74
tamtam_nuevo.000106.log,7.0552,167.667344,-17.893334,10.14
tamtam_nuevo.000107.log,7.2959,167.471395,-18.050804,7.29
tamtam_nuevo.000108.log,7.1004,167.325501,-17.870965,6.51
tamtam_nuevo.000109.log,7.1649,167.834272,-18.502861,10.11
tamtam_nuevo.000110.log,7.409,167.730531,-18.168877,9.55
tamtam_nuevo.000111.log,7.0678,167.630521,-18.092011,8.26
tamtam_nuevo.000112.log,7.2893,167.620725,-18.131969,8.21
tamtam_nuevo.000113.log,6.9081,168.119097,-18.175969,25.19
tamtam_nuevo.000114.log,7.0673,168.263497,-17.89957,36.7
tamtam_nuevo.000115.log,6.9638,167.980789,-18.176977,17.35
tamtam_nuevo.000116.log,7.0675,167.540863,-17.956448,8.19
tamtam_nuevo.000117.log,7.1212,167.56162,-18.076852,8.01
tamtam_nuevo.000118.log,6.9238,168.424499,-18.19892,42.87
tamtam_nuevo.000119.log,7.2932,167.935518,-18.166539,16.38
tamtam_nuevo.000120.log,7.1902,167.849872,-18.32931,11.63
tamtam_nuevo.000121.log,6.9738,168.514503,-18.46159,44.38
tamtam_nuevo.000122.log,7.4846,168.070105,-17.796676,24.09
tamtam_nuevo.000123.log,7.6044,167.959684,-17.881066,20.02
tamtam_nuevo.000124.log,6.9614,168.125313,-18.05939,26.03
tamtam_nuevo.000125.log,7.1103,167.915214,-18.445103,12.18
tamtam_nuevo.000126.log,7.4079,167.684818,-18.240107,9.84
tamtam_nuevo.000127.log,7.3212,167.883802,-17.975907,16.0
tamtam_nuevo.000128.log,7.4999,168.404899,-18.118499,44.58
tamtam_nuevo.000129.log,7.2706,167.741019,-17.940054,12.37
tamtam_nuevo.000130.log,7.1385,168.703408,-19.016031,44.37
tamtam_nuevo.000131.log,7.0671,167.579295,-17.915875,8.25
tamtam_nuevo.000132.log,7.2003,167.59508,-18.228153,7.74
tamtam_nuevo.000133.log,7.5076,167.836764,-17.986743,15.44
tamtam_nuevo.000134.log,7.229,167.59193,-18.106308,8.09
tamtam_nuevo.000135.log,7.2184,168.107749,-18.154062,24.36
tamtam_nuevo.000136.log,7.202,168.201744,-18.263373,25.6
tamtam_nuevo.000137.log,7.19,167.715296,-17.972337,11.83
tamtam_nuevo.000138.log,7.2512,168.406672,-17.674569,52.38
tamtam_nuevo.000139.log,7.463,168.168103,-18.048375,30.16
tamtam_nuevo.000140.log,6.8251,167.597964,-17.869837,8.76
tamtam_nuevo.000141.log,7.362,167.81035,-17.408234,21.46
tamtam_nuevo.000142.log,7.0756,167.850063,-18.322837,11.66
tamtam_nuevo.000143.log,7.1501,168.35864,-18.57654,29.97
tamtam_nuevo.000144.log,7.0454,168.300448,-17.988474,35.12
tamtam_nuevo.000145.log,7.2315,168.487408,-18.531118,35.14
tamtam_nuevo.000146.log,7.3181,167.987412,-17.64692,28.25
tamtam_nuevo.000147.log,7.3367,167.723023,-18.15285,10.67
tamtam_nuevo.000148.log,7.1736,168.466933,-17.952682,44.42
tamtam_nuevo.000149.log,6.9019,167.958544,-18.052749,18.04
tamtam_nuevo.000150.log,7.1566,168.046709,-17.941334,23.23
tamtam_nuevo.000151.log,7.326,167.449214,-18.018232,7.18
tamtam_nuevo.000152.log,7.2066,168.02248,-17.899485,22.43
tamtam_nuevo.000153.log,7.0097,167.673267,-18.345841,8.78
tamtam_nuevo.000154.log,7.2357,168.362172,-17.831339,49.2
tamtam_nuevo.000155.log,7.276,168.531826,-18.221722,46.79
tamtam_nuevo.000156.log,7.0418,167.730777,-17.889186,13.44
tamtam_nuevo.000157.log,7.291,167.765211,-18.044066,12.21
tamtam_nuevo.000158.log,7.1368,168.32922,-17.835603,45.3
tamtam_nuevo.000159.log,7.1167,167.957553,-17.956573,18.67
tamtam_nuevo.000160.log,7.0798,168.186489,-17.898041,33.76
tamtam_nuevo.000161.log,7.1027,167.756798,-17.901046,13.51
tamtam_nuevo.000162.log,7.2826,168.056266,-18.162728,16.51
tamtam_nuevo.000163.log,7.5544,167.932643,-18.115597,14.34
tamtam_nuevo.000164.log,7.4239,168.402223,-17.772375,50.73
tamtam_nuevo.000165.log,7.4029,168.066485,-17.910293,26.16
tamtam_nuevo.000166.log,7.1384,167.854606,-18.239815,13.28
tamtam_nuevo.000167.log,7.4727,168.009112,-18.156821,17.81
tamtam_nuevo.000168.log,7.1823,168.273175,-17.744457,42.99
tamtam_nuevo.000169.log,7.4533,167.838435,-18.011794,14.45
tamtam_nuevo.000170.log,7.2564,168.192159,-16.98015,55.9
tamtam_nuevo.000171.log,7.2282,168.558335,-18.143832,51.03
tamtam_nuevo.000172.log,7.1189,168.276007,-17.958646,39.14
tamtam_nuevo.000173.log,7.111,167.877077,-17.802206,16.3
tamtam_nuevo.000174.log,7.5715,168.448623,-18.165623,41.18
tamtam_nuevo.000175.log,7.2934,168.040473,-17.889392,21.12
tamtam_nuevo.000176.log,7.2483,167.745152,-18.619356,7.68
tamtam_nuevo.000177.log,7.173,167.893108,-17.866549,14.94
tamtam_nuevo.000178.log,7.2685,168.024332,-17.812723,23.44
tamtam_nuevo.000179.log,7.3278,168.276981,-17.469748,51.19
tamtam_nuevo.000180.log,7.1193,168.490301,-17.965575,53.95
tamtam_nuevo.000181.log,6.9464,168.414734,-18.386706,34.23
tamtam_nuevo.000182.log,7.2876,168.385098,-17.799306,50.38
tamtam_nuevo.000183.log,7.3165,167.726183,-18.225743,9.66
tamtam_nuevo.000184.log,7.5132,167.701482,-18.336522,9.14
tamtam_nuevo.000185.log,7.3932,168.541882,-18.152415,54.76
tamtam_nuevo.000186.log,7.5433,168.071656,-18.154219,19.89
tamtam_nuevo.000187.log,7.2563,168.38309,-18.192161,33.34
tamtam_nuevo.000188.log,7.2202,168.163489,-18.012979,27.97
tamtam_nuevo.000189.log,7.2884,168.42062,-17.916734,51.03
tamtam_nuevo.000190.log,6.9933,168.006724,-17.935863,17.32
tamtam_nuevo.000191.log,7.3231,167.857736,-18.183509,12.66
tamtam_nuevo.000192.log,7.2356,167.904854,-18.184971,14.08
tamtam_nuevo.000193.log,7.2612,167.913294,-18.115725,13.27
tamtam_nuevo.000194.log,7.141,168.460512,-17.988394,54.51
tamtam_nuevo.000195.log,7.3045,167.754324,-18.417108,9.75
tamtam_nuevo.000196.log,7.0138,168.09762,-18.230307,16.51
tamtam_nuevo.000197.log,7.5114,167.909572,-18.457837,10.03
tamtam_nuevo.000198.log,7.2612,168.534764,-18.048875,53.28
tamtam_nuevo.000199.log,7.374,168.095618,-17.004282,49.98
tamtam_nuevo.000200.log,7.6692,168.165609,-18.078358,24.15
tamtam_nuevo.000201.log,7.5602,167.537796,-18.087446,8.16
tamtam_nuevo.000202.log,7.1504,167.893942,-18.081009,15.79
tamtam_nuevo.000203.log,7.2221,168.385596,-18.262536,34.02
tamtam_nuevo.000204.log,7.4687,168.099318,-18.000945,25.01
tamtam_nuevo.000205.log,7.6317,168.436551,-17.980588,48.71
tamtam_nuevo.000206.log,7.5492,167.905228,-18.220506,13.1
tamtam_nuevo.000207.log,7.3547,168.382007,-17.730675,51.94
tamtam_nuevo.000208.log,7.1645,168.131333,-18.082456,25.74
tamtam_nuevo.000209.log,7.3167,167.937596,-17.928702,19.55
tamtam_nuevo.000210.log,7.3378,168.013318,-17.988925,24.04
tamtam_nuevo.000211.log,7.3545,168.225178,-18.024092,33.47
tamtam_nuevo.000212.log,7.3782,167.857173,-18.107469,13.6
tamtam_nuevo.000213.log,7.2875,167.77731,-18.183641,12.37
tamtam_nuevo.000214.log,7.5865,167.822967,-18.402381,9.26
tamtam_nuevo.000215.log,7.2938,167.770904,-18.184879,10.39
tamtam_nuevo.000216.log,7.4536,167.774979,-18.064449,11.53
tamtam_nuevo.000217.log,7.2922,168.138806,-18.089928,26.86
tamtam_nuevo.000218.log,7.4961,168.297224,-17.727902,42.6
tamtam_nuevo.000219.log,7.0265,168.024632,-17.571617,26.32
tamtam_nuevo.000220.log,7.4646,167.796696,-17.545938,16.84
tamtam_nuevo.000221.log,7.2014,167.974977,-18.546951,12.62
tamtam_nuevo.000222.log,7.3944,168.316497,-17.903892,44.78
tamtam_nuevo.000223.log,6.9323,167.900102,-18.129687,15.78
tamtam_nuevo.000224.log,7.3619,168.055728,-18.112222,21.63
tamtam_nuevo.000225.log,7.1897,167.804856,-18.084047,12.14
tamtam_nuevo.000226.log,7.4784,167.560722,-18.2803,7.11
tamtam_nuevo.000227.log,7.3796,168.481696,-17.938926,48.37
tamtam_nuevo.000228.log,7.087,168.155597,-17.973574,27.35
tamtam_nuevo.000229.log,7.4559,168.517416,-18.652787,39.44
tamtam_nuevo.000230.log,7.628,168.094076,-18.104963,20.61
tamtam_nuevo.000231.log,7.5123,168.524237,-17.925525,51.1
tamtam_nuevo.000232.log,7.3294,167.964667,-18.091901,17.63
tamtam_nuevo.000233.log,7.2433,168.388119,-17.913201,48.15
tamtam_nuevo.000234.log,7.1045,167.855226,-18.400684,11.93
tamtam_nuevo.000235.log,7.4738,167.807401,-18.127292,12.69
tamtam_nuevo.000236.log,7.305,167.345605,-17.581348,7.0
tamtam_nuevo.000237.log,7.5566,168.189925,-17.803861,36.0
tamtam_nuevo.000238.log,7.3964,168.183839,-18.203124,25.5
tamtam_nuevo.000239.log,7.295,167.874384,-17.984576,16.44
tamtam_nuevo.000240.log,7.4537,167.647393,-18.052123,10.03
tamtam_nuevo.000241.log,7.3704,168.313033,-17.759822,48.04
tamtam_nuevo.000242.log,7.3516,167.93589,-18.002132,17.17
tamtam_nuevo.000243.log,7.6365,167.663423,-17.821549,12.13
tamtam_nuevo.000244.log,7.5161,167.918054,-18.171029,14.14
tamtam_nuevo.000245.log,7.4548,167.960137,-18.481674,13.68
tamtam_nuevo.000246.log,7.2363,168.092467,-18.085417,21.81
tamtam_nuevo.000247.log,7.1234,168.051651,-18.019311,22.07
tamtam_nuevo.000248.log,7.6994,168.368048,-18.17651,35.58
tamtam_nuevo.000249.log,7.3091,168.270421,-17.337349,55.31
tamtam_nuevo.000250.log,7.508,167.876081,-18.109721,16.58
tamtam_nuevo.000251.log,7.2493,167.609587,-17.888958,9.97
tamtam_nuevo.000252.log,7.1613,168.44185,-18.267202,43.7
tamtam_nuevo.000253.log,7.4044,167.899222,-18.401837,12.21
tamtam_nuevo.000254.log,7.1602,168.347445,-17.942245,41.57
tamtam_nuevo.000255.log,7.5518,168.115048,-18.036402,24.4
tamtam_nuevo.000256.log,7.5666,168.053136,-18.115217,18.28
tamtam_nuevo.000257.log,7.5185,167.869169,-18.081082,14.45
tamtam_nuevo.000258.log,7.6354,167.787267,-18.269208,11.57
tamtam_nuevo.000259.log,7.3094,167.869794,-18.347781,11.28
tamtam_nuevo.000260.log,7.5231,168.385566,-17.999573,43.53
tamtam_nuevo.000261.log,7.2457,168.461777,-18.09143,47.9
tamtam_nuevo.000262.log,7.3882,168.523586,-17.987648,51.09
tamtam_nuevo.000263.log,7.6315,167.684163,-18.039936,9.46
tamtam_nuevo.000264.log,7.3753,168.456312,-17.985375,46.05
tamtam_nuevo.000265.log,7.4192,167.927802,-18.204869,14.64
tamtam_nuevo.000266.log,7.4593,168.327898,-17.719166,44.8
tamtam_nuevo.000267.log,7.4871,168.044505,-18.187408,16.63
tamtam_nuevo.000268.log,7.3288,167.81751,-17.928963,12.74
tamtam_nuevo.000269.log,7.56,168.323843,-17.414938,53.24
tamtam_nuevo.000270.log,7.2795,168.382835,-18.006623,31.24
tamtam_nuevo.000271.log,7.7089,167.926703,-17.978519,16.66
tamtam_nuevo.000272.log,7.4782,168.426395,-17.781705,49.74
tamtam_nuevo.000273.log,7.4671,167.855856,-18.087455,14.05
tamtam_nuevo.000274.log,7.5714,168.357604,-17.725739,49.63
tamtam_nuevo.000275.log,7.4424,168.197674,-17.211874,52.59
tamtam_nuevo.000276.log,7.3932,168.382075,-18.167222,35.47
tamtam_nuevo.000277.log,7.4279,168.344381,-18.126711,40.55
tamtam_nuevo.000278.log,7.8802,168.442361,-17.917466,53.7
tamtam_nuevo.000279.log,7.3068,167.602609,-17.939705,8.81
tamtam_nuevo.000280.log,7.4914,168.131286,-16.940797,50.36
tamtam_nuevo.000281.log,7.6355,167.831424,-18.116129,12.13
tamtam_nuevo.000282.log,7.4723,167.875118,-18.075666,16.29
tamtam_nuevo.000283.log,7.4367,168.177811,-17.825183,33.29
tamtam_nuevo.000284.log,7.5705,168.437848,-18.236389,32.05
tamtam_nuevo.000285.log,7.3505,168.288918,-17.80114,44.38
tamtam_nuevo.000286.log,7.4625,168.741921,-18.651463,52.49
tamtam_nuevo.000287.log,7.538,168.029002,-18.037507,20.91
tamtam_nuevo.000288.log,7.4859,167.797564,-18.16124,11.62
tamtam_nuevo.000289.log,7.5593,167.586421,-18.008515,9.07
tamtam_nuevo.000290.log,7.4286,167.781022,-18.140701,12.32
tamtam_nuevo.000291.log,7.6142,168.567578,-18.334732,46.78
tamtam_nuevo.000292.log,7.3856,167.938071,-17.653206,23.03
tamtam_nuevo.000293.log,7.2681,167.830345,-18.007334,13.85
tamtam_nuevo.000294.log,7.4943,167.988091,-18.020261,19.03
tamtam_nuevo.000295.log,7.4342,168.428946,-17.982803,49.58
tamtam_nuevo.000296.log,7.4862,168.447123,-17.956304,46.02
tamtam_nuevo.000297.log,7.5295,167.793209,-18.093614,12.83
tamtam_nuevo.000298.log,7.4968,168.378392,-17.824798,49.23
tamtam_nuevo.000299.log,7.7922,167.75899,-18.18297,11.22
tamtam_nuevo.000300.log,7.4238,168.468575,-18.355406,40.22
tamtam_nuevo.000301.log,7.4213,167.783602,-18.120758,11.25
tamtam_nuevo.000302.log,7.5506,167.707804,-18.516285,8.09
tamtam_nuevo.000303.log,7.6484,168.050062,-18.246618,19.57
tamtam_nuevo.000304.log,7.3878,167.773707,-18.210223,10.97
tamtam_nuevo.000305.log,7.5886,167.985028,-18.086226,17.23
tamtam_nuevo.000306.log,7.631,167.647231,-18.084461,9.14
tamtam_nuevo.000307.log,7.3686,167.993425,-18.141056,17.72
tamtam_nuevo.000308.log,7.3826,167.980181,-17.734924,20.52
tamtam_nuevo.000309.log,7.3796,167.873628,-18.281091,13.28
tamtam_nuevo.000310.log,7.2724,168.045755,-18.132659,19.45
tamtam_nuevo.000311.log,7.3954,167.842845,-18.234503,12.1
tamtam_nuevo.000312.log,7.2109,168.110221,-17.792508,30.26
tamtam_nuevo.000313.log,7.3153,168.040172,-18.132925,17.88
tamtam_nuevo.000314.log,7.5979,168.20496,-17.968942,30.75
tamtam_nuevo.000315.log,7.7099,167.866766,-18.094784,13.75
tamtam_nuevo.000316.log,7.354,168.443704,-17.922423,53.82
tamtam_nuevo.000317.log,7.2518,168.22123,-18.036844,32.03
tamtam_nuevo.000318.log,7.5188,168.274775,-17.601348,45.07
tamtam_nuevo.000319.log,7.3274,168.313712,-18.212103,33.14
tamtam_nuevo.000320.log,7.2847,168.191501,-17.754861,33.97
tamtam_nuevo.000321.log,7.5988,168.00501,-18.138694,18.49
tamtam_nuevo.000322.log,7.693,168.107517,-17.982928,26.69
tamtam_nuevo.000323.log,7.6221,168.182242,-17.920288,32.92
tamtam_nuevo.000324.log,7.4716,168.250452,-18.083804,30.52
tamtam_nuevo.000325.log,7.5062,167.852225,-17.816608,16.62
tamtam_nuevo.000326.log,7.4973,168.09699,-18.449312,17.11
tamtam_nuevo.000327.log,7.6846,168.067539,-17.958234,22.41
tamtam_nuevo.000328.log,7.3613,167.608179,-17.769659,10.97
tamtam_nuevo.000329.log,7.4331,168.283665,-17.9951,35.21
tamtam_nuevo.000330.log,7.2705,168.505081,-17.92918,49.4
tamtam_nuevo.000331.log,7.633,167.752418,-18.229928,10.33
tamtam_nuevo.000332.log,7.4347,168.035619,-17.955225,23.26
tamtam_nuevo.000333.log,7.4645,168.021902,-18.202573,17.96
tamtam_nuevo.000334.log,7.374,167.952439,-18.012257,18.18
tamtam_nuevo.000335.log,7.6496,168.310593,-17.784556,46.63
tamtam_nuevo.000336.log,7.7161,167.83983,-18.182609,12.53
tamtam_nuevo.000337.log,7.678,168.351069,-18.163952,32.52
tamtam_nuevo.000338.log,7.8278,167.953093,-17.97879,21.95
tamtam_nuevo.000339.log,7.5715,167.808673,-18.068452,13.63
tamtam_nuevo.000340.log,7.5388,167.616323,-17.881596,9.48
tamtam_nuevo.000341.log,7.7843,167.667966,-18.009296,10.03
tamtam_nuevo.000342.log,7.5683,167.932779,-18.227775,15.69
tamtam_nuevo.000343.log,7.4663,168.451348,-18.002739,45.77
tamtam_nuevo.000344.log,7.7128,168.185935,-18.007299,27.23
tamtam_nuevo.000345.log,7.9522,168.326847,-17.7554,47.38
tamtam_nuevo.000346.log,7.721,167.6491,-17.94766,9.91
tamtam_nuevo.000347.log,7.8843,167.951761,-18.091476,16.57
tamtam_nuevo.000348.log,7.5067,167.827501,-18.027771,13.83
tamtam_nuevo.000349.log,7.5548,168.17303,-18.332642,23.58
tamtam_nuevo.000350.log,7.533,167.75815,-17.957109,11.9
tamtam_nuevo.000351.log,7.6717,167.92906,-18.021886,20.46
tamtam_nuevo.000352.log,7.4213,167.796806,-18.019447,12.45
tamtam_nuevo.000353.log,7.4257,167.817185,-18.126297,11.71
tamtam_nuevo.000354.log,7.6124,167.72763,-18.217656,10.4
tamtam_nuevo.000355.log,7.4649,168.314445,-17.432038,54.11
tamtam_nuevo.000356.log,7.4847,167.844359,-18.15183,14.18
tamtam_nuevo.000357.log,7.4238,168.094092,-17.845666,28.92
tamtam_nuevo.000358.log,7.5288,167.633038,-17.844631,9.3
tamtam_nuevo.000359.log,7.7188,168.558451,-18.267982,51.88
tamtam_nuevo.000360.log,7.7422,167.810406,-18.146991,12.35
tamtam_nuevo.000361.log,7.6713,167.746042,-17.814354,14.15
tamtam_nuevo.000362.log,7.7153,168.152779,-17.989625,27.98
tamtam_nuevo.000363.log,7.6684,167.943986,-17.942327,18.29
tamtam_nuevo.000364.log,7.8676,167.986458,-18.161701,17.25
tamtam_nuevo.000365.log,7.7958,167.845258,-18.129289,13.0
tamtam_nuevo.000366.log,7.52,168.327487,-17.792105,47.58
tamtam_nuevo.000367.log,7.4272,168.455039,-18.288618,43.76
tamtam_nuevo.000368.log,7.6003,168.511445,-18.339414,41.82
tamtam_nuevo.000369.log,7.7782,167.817816,-18.301489,10.43
tamtam_nuevo.000370.log,7.5475,167.838907,-18.071912,14.19
tamtam_nuevo.000371.log,7.5627,168.446805,-17.847001,48.95
tamtam_nuevo.000372.log,7.5334,167.91563,-18.048896,16.6
tamtam_nuevo.000373.log,7.8164,167.919842,-18.030964,16.87
tamtam_nuevo.000374.log,7.4473,167.66465,-17.903637,10.62
tamtam_nuevo.000375.log,7.611,168.401425,-17.827159,49.16
tamtam_nuevo.000376.log,7.6337,167.976528,-18.314257,15.15
tamtam_nuevo.000377.log,7.9663,167.842788,-17.922047,15.31
tamtam_nuevo.000378.log,7.4145,167.726432,-17.894025,12.19
tamtam_nuevo.000379.log,7.6623,168.220957,-17.865143,33.07
tamtam_nuevo.000380.log,7.7422,168.088019,-17.904492,27.78
tamtam_nuevo.000381.log,7.6275,167.837019,-17.789873,16.4
tamtam_nuevo.000382.log,7.6307,168.210551,-18.052388,29.25
tamtam_nuevo.000383.log,8.0403,168.328075,-17.912668,42.66
tamtam_nuevo.000384.log,7.8556,168.210123,-17.937166,34.36
tamtam_nuevo.000385.log,7.6391,167.753683,-18.178231,11.32
tamtam_nuevo.000386.log,7.7318,168.414909,-18.181155,39.63
tamtam_nuevo.000387.log,7.7032,168.278654,-18.082076,31.39
tamtam_nuevo.000388.log,7.6565,167.764468,-18.260157,10.96
tamtam_nuevo.000389.log,7.7443,168.439119,-17.986778,44.88
tamtam_nuevo.000390.log,7.7941,167.955817,-18.374829,14.67
tamtam_nuevo.000391.log,7.7451,168.169083,-17.926083,30.06
tamtam_nuevo.000392.log,7.7386,168.219519,-18.057684,27.21
tamtam_nuevo.000393.log,7.682,167.943167,-18.07906,17.63
tamtam_nuevo.000394.log,7.7304,167.850973,-18.109982,13.82
tamtam_nuevo.000395.log,7.5684,168.346001,-17.583067,50.95
tamtam_nuevo.000396.log,7.9211,167.965291,-18.060479,17.32
tamtam_nuevo.000397.log,7.8669,167.923823,-18.240583,15.21
tamtam_nuevo.000398.log,7.6337,168.053966,-17.814252,25.34
tamtam_nuevo.000399.log,7.6634,167.709031,-18.250145,9.56
