File,Mw,Lon,Lat,Depth
tamtam_nuevo.000398.log,7.2886,169.244349,-20.610593,26.53
tamtam_nuevo.000399.log,7.5897,168.194328,-18.936452,17.77
tamtam_nuevo.000400.log,7.9193,167.538695,-16.053185,39.74
tamtam_nuevo.000401.log,7.6966,168.705656,-20.398679,10.83
tamtam_nuevo.000402.log,7.5695,170.027707,-21.977559,15.02
tamtam_nuevo.000403.log,7.6946,169.302563,-20.317783,43.11
tamtam_nuevo.000404.log,7.4219,169.264433,-21.645171,6.47
tamtam_nuevo.000405.log,7.4895,166.302384,-14.121417,7.83
tamtam_nuevo.000406.log,7.8134,169.697433,-21.308921,27.03
tamtam_nuevo.000407.log,7.5659,167.96209,-16.996444,45.9
tamtam_nuevo.000408.log,7.3358,169.188723,-21.090923,12.23
tamtam_nuevo.000409.log,7.5616,168.20272,-19.545079,9.95
tamtam_nuevo.000410.log,7.5042,167.569548,-15.736617,49.77
tamtam_nuevo.000411.log,6.9864,169.588756,-21.906364,8.13
tamtam_nuevo.000412.log,7.4292,168.007262,-19.152578,10.1
tamtam_nuevo.000413.log,7.5288,167.946504,-17.580487,29.55
tamtam_nuevo.000414.log,7.4793,166.39819,-14.223727,9.48
tamtam_nuevo.000415.log,7.5913,168.065133,-19.213704,10.69
tamtam_nuevo.000416.log,7.8108,166.643434,-15.08935,12.95
tamtam_nuevo.000417.log,7.5316,168.845774,-20.00557,22.32
tamtam_nuevo.000418.log,7.4285,166.892838,-15.082808,23.01
tamtam_nuevo.000419.log,7.4287,170.392084,-21.736434,46.67
tamtam_nuevo.000420.log,7.2111,167.737312,-18.882574,7.61
tamtam_nuevo.000421.log,7.738,170.011334,-21.568094,33.37
tamtam_nuevo.000422.log,7.7031,167.019734,-14.917158,31.7
tamtam_nuevo.000423.log,7.6957,167.800343,-17.044668,31.39
tamtam_nuevo.000424.log,7.3586,169.747241,-21.665523,15.94
tamtam_nuevo.000425.log,7.2812,167.441487,-16.021984,35.32
tamtam_nuevo.000426.log,7.8154,166.459221,-14.987976,8.35
tamtam_nuevo.000427.log,7.4381,167.577692,-16.651587,27.97
tamtam_nuevo.000428.log,7.5536,170.47092,-21.887686,38.45
tamtam_nuevo.000429.log,7.7432,168.386615,-18.975037,26.32
tamtam_nuevo.000430.log,7.7412,168.269867,-19.438873,12.71
tamtam_nuevo.000431.log,7.6816,167.18305,-14.97752,43.38
tamtam_nuevo.000432.log,7.424,166.935058,-14.415486,34.26
tamtam_nuevo.000433.log,7.4114,167.074222,-14.314698,52.25
tamtam_nuevo.000434.log,7.4625,167.292631,-16.666994,15.15
tamtam_nuevo.000435.log,7.4524,166.909756,-16.006878,13.37
tamtam_nuevo.000436.log,7.3925,167.412368,-17.240396,9.59
tamtam_nuevo.000437.log,7.5869,167.356059,-16.170793,27.3
tamtam_nuevo.000438.log,7.3551,167.54021,-17.035274,16.61
tamtam_nuevo.000439.log,7.7585,168.125642,-19.090855,13.53
tamtam_nuevo.000440.log,7.6615,169.788988,-21.301896,33.7
tamtam_nuevo.000441.log,7.3492,169.390249,-21.235208,14.78
tamtam_nuevo.000442.log,7.9376,166.602652,-14.804465,11.7
tamtam_nuevo.000443.log,7.914,168.19886,-19.22401,13.81
tamtam_nuevo.000444.log,7.8996,170.533801,-21.865655,43.63
tamtam_nuevo.000445.log,7.5446,167.454444,-16.153519,32.92
tamtam_nuevo.000446.log,7.5396,169.848973,-21.367278,34.48
tamtam_nuevo.000447.log,7.7376,166.242516,-14.069,6.6
tamtam_nuevo.000448.log,7.5821,169.287304,-21.445784,8.89
tamtam_nuevo.000449.log,7.7117,168.785189,-19.326338,42.74
tamtam_nuevo.000450.log,7.5003,169.258613,-21.504998,7.67
tamtam_nuevo.000451.log,7.682,167.725673,-16.266065,46.45
tamtam_nuevo.000452.log,7.4583,168.579315,-19.375295,26.51
tamtam_nuevo.000453.log,7.7406,166.993915,-14.300513,44.01
tamtam_nuevo.000454.log,7.5799,167.783325,-17.125615,28.33
tamtam_nuevo.000455.log,7.6883,166.964891,-14.365403,38.19
tamtam_nuevo.000456.log,7.7724,167.81307,-17.97291,15.46
tamtam_nuevo.000457.log,7.4154,167.814035,-17.46701,22.59
tamtam_nuevo.000458.log,7.6762,168.429612,-19.621868,14.45
tamtam_nuevo.000459.log,7.7351,166.654376,-15.29271,12.52
tamtam_nuevo.000460.log,7.5522,169.415695,-20.960934,22.91
tamtam_nuevo.000461.log,7.768,169.747241,-21.665523,15.94
tamtam_nuevo.000462.log,8.0091,168.153401,-18.410181,25.6
tamtam_nuevo.000463.log,7.624,169.572023,-21.247124,21.16
tamtam_nuevo.000464.log,7.717,168.31829,-17.996172,51.84
tamtam_nuevo.000465.log,7.6562,169.671014,-21.850973,10.37
tamtam_nuevo.000466.log,7.639,168.194328,-18.936452,17.77
tamtam_nuevo.000467.log,7.4462,167.090412,-14.825808,37.35
tamtam_nuevo.000468.log,7.8403,167.191384,-16.346967,16.89
tamtam_nuevo.000469.log,7.8168,169.756423,-21.010501,46.65
tamtam_nuevo.000470.log,7.6235,170.633427,-21.889918,46.98
tamtam_nuevo.000471.log,7.3028,169.558515,-21.2577,19.86
tamtam_nuevo.000472.log,7.5096,166.975634,-15.808356,18.47
tamtam_nuevo.000473.log,7.8197,170.110651,-21.479687,46.13
tamtam_nuevo.000474.log,7.5078,169.889439,-21.488135,30.46
tamtam_nuevo.000475.log,7.487,168.686541,-19.089171,43.49
tamtam_nuevo.000476.log,7.5317,166.715816,-15.31896,14.34
tamtam_nuevo.000477.log,7.7802,166.278067,-14.990714,5.29
tamtam_nuevo.000478.log,7.6459,168.163474,-18.250488,30.08
tamtam_nuevo.000479.log,7.6611,167.073527,-14.897498,35.5
tamtam_nuevo.000480.log,7.5171,170.274332,-21.636534,46.67
tamtam_nuevo.000481.log,7.3999,170.049066,-21.453266,43.16
tamtam_nuevo.000482.log,7.5157,170.590313,-21.973774,37.77
tamtam_nuevo.000483.log,7.4516,166.710248,-14.143411,24.34
tamtam_nuevo.000484.log,7.8432,168.817482,-19.855297,25.87
tamtam_nuevo.000485.log,7.864,169.572023,-21.247124,21.16
tamtam_nuevo.000486.log,7.5303,167.11173,-14.471466,49.6
tamtam_nuevo.000487.log,7.7458,167.05705,-14.680922,37.04
tamtam_nuevo.000488.log,7.7643,168.655929,-18.663459,55.63
tamtam_nuevo.000489.log,7.5741,167.537092,-18.253543,7.7
tamtam_nuevo.000490.log,7.6522,166.848007,-15.894289,13.02
tamtam_nuevo.000491.log,7.6513,168.471456,-19.351469,20.58
tamtam_nuevo.000492.log,7.6293,166.700036,-14.081846,24.82
tamtam_nuevo.000493.log,7.9562,170.011334,-21.568094,33.37
tamtam_nuevo.000494.log,7.4459,169.780992,-21.936502,10.85
tamtam_nuevo.000495.log,7.673,169.098968,-21.180819,9.21
tamtam_nuevo.000496.log,7.5238,170.458122,-21.970997,31.77
tamtam_nuevo.000497.log,7.8034,170.388847,-21.826015,38.45
tamtam_nuevo.000498.log,7.6236,167.284763,-15.291159,47.15
tamtam_nuevo.000499.log,7.6504,166.448936,-14.325285,9.93
tamtam_nuevo.000500.log,7.6381,167.884049,-16.508267,51.67
tamtam_nuevo.000501.log,7.7778,167.538695,-16.053185,39.74
tamtam_nuevo.000502.log,7.8205,167.733526,-17.042067,26.91
tamtam_nuevo.000503.log,7.6919,166.718148,-16.105467,8.44
tamtam_nuevo.000504.log,7.4876,170.340145,-21.842327,34.79
tamtam_nuevo.000505.log,7.7702,170.185797,-21.850845,26.17
tamtam_nuevo.000506.log,7.7178,170.053301,-21.943483,16.67
tamtam_nuevo.000507.log,7.4869,169.889439,-21.488135,30.46
tamtam_nuevo.000508.log,7.7875,170.392084,-21.736434,46.67
tamtam_nuevo.000509.log,7.8331,168.488325,-19.581443,16.95
tamtam_nuevo.000510.log,7.5344,168.140042,-18.494173,22.95
tamtam_nuevo.000511.log,7.6309,166.2802,-14.020508,7.93
tamtam_nuevo.000512.log,7.7732,166.741538,-14.861954,16.42
tamtam_nuevo.000513.log,7.8456,168.705656,-20.398679,10.83
tamtam_nuevo.000514.log,7.5366,168.506486,-19.990212,11.31
tamtam_nuevo.000515.log,7.6671,167.91386,-16.964638,42.45
tamtam_nuevo.000516.log,7.8242,169.728526,-20.851983,53.71
tamtam_nuevo.000517.log,7.7837,166.918978,-14.083816,42.95
tamtam_nuevo.000518.log,8.0547,168.499716,-18.953616,34.12
tamtam_nuevo.000519.log,7.6699,167.015462,-15.145336,30.33
tamtam_nuevo.000520.log,7.6645,167.387154,-17.377778,7.98
tamtam_nuevo.000521.log,7.6106,167.519075,-15.915407,41.82
tamtam_nuevo.000522.log,7.4983,167.905965,-17.630801,25.43
tamtam_nuevo.000523.log,7.5207,168.271204,-19.359264,13.88
tamtam_nuevo.000524.log,7.6191,168.072357,-17.339081,47.46
tamtam_nuevo.000525.log,7.9767,166.775164,-15.78552,12.06
tamtam_nuevo.000526.log,7.7655,167.530889,-17.198093,13.25
tamtam_nuevo.000527.log,7.6445,167.213881,-17.07014,8.42
tamtam_nuevo.000528.log,7.6587,168.31829,-17.996172,51.84
tamtam_nuevo.000529.log,7.5387,170.09204,-21.599953,36.3
tamtam_nuevo.000530.log,7.5694,166.513189,-15.077893,9.49
tamtam_nuevo.000531.log,7.6569,166.506299,-15.240981,8.88
tamtam_nuevo.000532.log,7.6683,169.893249,-21.542695,27.72
tamtam_nuevo.000533.log,7.5343,167.737312,-18.882574,7.61
tamtam_nuevo.000534.log,8.0922,167.074222,-14.314698,52.25
tamtam_nuevo.000535.log,7.6089,166.50994,-15.009493,9.49
tamtam_nuevo.000536.log,7.5913,168.471456,-19.351469,20.58
tamtam_nuevo.000537.log,7.7769,168.253114,-18.942228,19.66
tamtam_nuevo.000538.log,7.6836,166.277233,-14.234532,6.38
tamtam_nuevo.000539.log,7.6409,168.731633,-20.016043,17.16
tamtam_nuevo.000540.log,7.5323,167.313389,-16.831627,13.5
tamtam_nuevo.000541.log,7.7162,170.057309,-21.734273,26.13
tamtam_nuevo.000542.log,7.9083,168.12954,-19.180336,12.57
tamtam_nuevo.000543.log,7.8218,167.24678,-15.392685,42.22
tamtam_nuevo.000544.log,7.7292,168.36703,-18.813796,29.3
tamtam_nuevo.000545.log,7.9045,166.449336,-14.930103,8.07
tamtam_nuevo.000546.log,7.5774,169.51752,-20.619579,46.91
tamtam_nuevo.000547.log,7.5429,167.780662,-16.974476,31.75
tamtam_nuevo.000548.log,7.7847,167.994727,-18.779309,13.5
tamtam_nuevo.000549.log,7.8014,170.734054,-21.968347,45.16
tamtam_nuevo.000550.log,7.5881,170.164757,-21.97274,18.79
tamtam_nuevo.000551.log,7.6749,169.63914,-21.524959,16.21
tamtam_nuevo.000552.log,7.9074,167.740604,-16.371243,45.29
tamtam_nuevo.000553.log,7.7008,166.602652,-14.804465,11.7
tamtam_nuevo.000554.log,7.6734,166.617747,-14.305894,16.18
tamtam_nuevo.000555.log,7.7711,167.090106,-15.022441,35.98
tamtam_nuevo.000556.log,7.6069,168.256314,-19.650857,9.92
tamtam_nuevo.000557.log,7.8167,168.298729,-18.92487,22.44
tamtam_nuevo.000558.log,7.4998,166.301091,-15.36288,4.84
tamtam_nuevo.000559.log,7.7753,167.015462,-15.145336,30.33
tamtam_nuevo.000560.log,7.8164,167.30733,-15.039035,53.43
tamtam_nuevo.000561.log,7.894,167.163706,-15.28595,38.61
tamtam_nuevo.000562.log,7.7889,168.125642,-19.090855,13.53
tamtam_nuevo.000563.log,7.7463,169.330984,-21.149599,14.78
tamtam_nuevo.000564.log,7.5877,169.154274,-21.232188,9.44
tamtam_nuevo.000565.log,7.655,168.958308,-20.096728,26.45
tamtam_nuevo.000566.log,7.7588,169.972305,-21.870214,16.71
tamtam_nuevo.000567.log,7.8395,168.139808,-17.616223,45.91
tamtam_nuevo.000568.log,8.0567,167.96209,-16.996444,45.9
tamtam_nuevo.000569.log,7.4184,167.837735,-16.408396,50.86
tamtam_nuevo.000570.log,7.6055,166.694507,-15.160618,14.31
tamtam_nuevo.000571.log,7.9074,167.761759,-17.964841,13.83
tamtam_nuevo.000572.log,7.7399,167.785439,-19.039669,7.45
tamtam_nuevo.000573.log,7.6393,168.471226,-20.206186,8.56
tamtam_nuevo.000574.log,7.7372,167.037324,-15.107313,31.98
tamtam_nuevo.000575.log,7.735,166.347616,-14.447926,6.51
tamtam_nuevo.000576.log,7.6703,167.918931,-18.077089,18.39
tamtam_nuevo.000577.log,7.5131,168.031356,-18.608185,16.58
tamtam_nuevo.000578.log,7.7994,167.093195,-15.473554,31.2
tamtam_nuevo.000579.log,7.8635,167.390864,-16.948711,13.73
tamtam_nuevo.000580.log,7.7153,168.044265,-19.071311,11.75
tamtam_nuevo.000581.log,7.8222,169.561898,-21.571177,12.95
tamtam_nuevo.000582.log,7.6477,169.520722,-21.456572,13.96
tamtam_nuevo.000583.log,7.696,166.670973,-15.017797,13.96
tamtam_nuevo.000584.log,7.5317,166.927938,-15.657119,18.93
tamtam_nuevo.000585.log,7.736,170.458122,-21.970997,31.77
tamtam_nuevo.000586.log,7.72,168.251339,-18.571956,28.11
tamtam_nuevo.000587.log,7.8645,170.110651,-21.479687,46.13
tamtam_nuevo.000588.log,7.8252,168.007262,-19.152578,10.1
tamtam_nuevo.000589.log,7.6952,170.590313,-21.973774,37.77
tamtam_nuevo.000590.log,7.7555,166.50994,-15.009493,9.49
tamtam_nuevo.000591.log,7.9241,169.528233,-21.34338,16.79
tamtam_nuevo.000592.log,7.5925,168.125642,-19.090855,13.52
tamtam_nuevo.000593.log,7.824,167.697413,-16.674386,34.62
tamtam_nuevo.000594.log,8.2249,168.663061,-19.340587,33.18
tamtam_nuevo.000595.log,7.7374,166.907785,-15.77983,16.43
tamtam_nuevo.000596.log,7.9366,166.503392,-14.287085,12.03
tamtam_nuevo.000597.log,7.6838,168.996816,-20.570467,16.05
tamtam_nuevo.000598.log,7.6468,167.032282,-14.331511,46.94
tamtam_nuevo.000599.log,7.675,166.304621,-14.524719,5.23
tamtam_nuevo.000600.log,7.7551,169.908232,-21.962613,12.7
tamtam_nuevo.000601.log,8.0615,168.795219,-19.914054,22.32
tamtam_nuevo.000602.log,8.1528,169.959488,-21.352071,43.26
tamtam_nuevo.000603.log,7.5997,167.454444,-16.153519,32.92
tamtam_nuevo.000604.log,7.8847,167.181051,-15.764582,29.08
tamtam_nuevo.000605.log,7.9097,166.433925,-14.451584,8.47
tamtam_nuevo.000606.log,7.837,166.935631,-14.033701,46.21
tamtam_nuevo.000607.log,7.8034,169.626852,-21.199271,27.09
tamtam_nuevo.000608.log,7.9063,167.94133,-18.313857,16.62
tamtam_nuevo.000609.log,7.821,170.633427,-21.889918,46.98
tamtam_nuevo.000610.log,8.0593,166.964891,-14.365403,38.19
tamtam_nuevo.000611.log,7.7611,167.30664,-16.91287,12.18
tamtam_nuevo.000612.log,8.0822,166.953889,-14.742213,28.5
tamtam_nuevo.000613.log,8.0541,166.365728,-14.767252,6.18
tamtam_nuevo.000614.log,7.6721,169.697433,-21.308921,27.03
tamtam_nuevo.000615.log,7.8484,166.935703,-15.014745,25.87
tamtam_nuevo.000616.log,7.8292,169.537695,-21.644932,11.14
tamtam_nuevo.000617.log,7.8402,169.941835,-21.790489,18.18
tamtam_nuevo.000618.log,7.8379,166.654994,-14.869824,13.39
tamtam_nuevo.000619.log,7.847,170.633427,-21.889918,46.98
tamtam_nuevo.000620.log,7.8423,170.458122,-21.970997,31.77
tamtam_nuevo.000621.log,7.7823,166.242516,-14.069,6.6
tamtam_nuevo.000622.log,7.8335,167.040513,-14.766062,34.39
tamtam_nuevo.000623.log,7.5896,169.003844,-20.76229,13.03
tamtam_nuevo.000624.log,7.8701,170.09857,-21.822396,23.16
tamtam_nuevo.000625.log,7.7583,167.307703,-17.217521,7.95
tamtam_nuevo.000626.log,8.0059,167.032282,-14.331511,46.94
tamtam_nuevo.000627.log,7.7876,170.115648,-21.679847,32.8
tamtam_nuevo.000628.log,8.1247,167.563444,-16.585492,29.0
tamtam_nuevo.000629.log,7.8146,169.528233,-21.34338,16.79
tamtam_nuevo.000630.log,7.7127,166.802087,-14.479613,22.74
tamtam_nuevo.000631.log,7.7437,167.118861,-15.661506,28.49
tamtam_nuevo.000632.log,7.9298,166.316262,-14.84496,5.54
tamtam_nuevo.000633.log,7.4938,167.128281,-15.140614,37.8
tamtam_nuevo.000634.log,7.7399,170.243354,-21.794721,32.84
tamtam_nuevo.000635.log,7.8276,166.62083,-14.949943,12.38
tamtam_nuevo.000636.log,7.6493,169.499795,-21.520572,12.26
tamtam_nuevo.000637.log,7.7106,166.745769,-14.034298,29.08
tamtam_nuevo.000638.log,7.8266,169.537695,-21.644932,11.14
tamtam_nuevo.000639.log,7.9501,166.698192,-14.574129,16.0
tamtam_nuevo.000640.log,7.7545,168.065133,-19.213704,10.69
tamtam_nuevo.000641.log,7.7271,168.452974,-19.819128,12.3
tamtam_nuevo.000642.log,7.9011,166.558542,-14.521686,11.36
tamtam_nuevo.000643.log,7.7876,166.584746,-14.660954,11.41
tamtam_nuevo.000644.log,7.9542,166.912613,-15.934476,14.38
tamtam_nuevo.000645.log,7.7982,167.441773,-16.913898,15.67
tamtam_nuevo.000646.log,7.6175,170.115648,-21.679847,32.8
tamtam_nuevo.000647.log,8.2685,170.143218,-21.551739,42.97
tamtam_nuevo.000648.log,7.6768,169.066231,-21.277951,7.72
tamtam_nuevo.000649.log,7.6696,169.338905,-20.831466,23.44
tamtam_nuevo.000650.log,7.4907,166.50994,-15.009493,9.49
tamtam_nuevo.000651.log,7.8751,167.200303,-15.121213,43.38
tamtam_nuevo.000652.log,7.9155,168.731633,-20.016043,17.16
tamtam_nuevo.000653.log,7.8194,167.672536,-16.248278,43.49
tamtam_nuevo.000654.log,7.7463,167.962228,-17.919275,23.31
tamtam_nuevo.000655.log,7.7385,169.842192,-21.553766,23.98
tamtam_nuevo.000656.log,7.9057,166.725748,-14.71539,16.13
tamtam_nuevo.000657.log,8.06,167.073527,-14.897498,35.5
tamtam_nuevo.000658.log,8.0438,166.611692,-14.583802,12.65
tamtam_nuevo.000659.log,7.8287,166.495367,-14.670759,8.92
tamtam_nuevo.000660.log,7.8681,168.013871,-17.116292,47.79
tamtam_nuevo.000661.log,7.7735,168.203159,-19.04663,16.44
tamtam_nuevo.000662.log,7.8877,170.099235,-21.936409,18.13
tamtam_nuevo.000663.log,7.747,168.471456,-19.351469,20.58
tamtam_nuevo.000664.log,7.8745,166.927938,-15.657119,18.93
tamtam_nuevo.000665.log,8.0664,169.024649,-20.22178,26.34
tamtam_nuevo.000666.log,7.9269,166.461272,-14.095316,13.05
tamtam_nuevo.000667.log,8.1887,166.654994,-14.869824,13.39
tamtam_nuevo.000668.log,7.8919,167.895443,-19.128217,8.46
tamtam_nuevo.000669.log,7.4566,166.698192,-14.574129,16.0
tamtam_nuevo.000670.log,7.9641,168.796309,-19.385074,41.34
tamtam_nuevo.000671.log,7.8277,166.780207,-14.786428,18.05
tamtam_nuevo.000672.log,7.9931,170.115648,-21.679847,32.8
tamtam_nuevo.000673.log,7.9418,170.000937,-21.493465,37.07
tamtam_nuevo.000674.log,8.2405,169.453902,-21.13578,18.97
tamtam_nuevo.000675.log,7.945,167.117134,-14.964985,38.14
tamtam_nuevo.000676.log,7.9294,167.612163,-16.878995,23.42
tamtam_nuevo.000677.log,8.0825,167.47067,-17.144223,12.38
tamtam_nuevo.000678.log,8.0352,170.218846,-21.931574,23.01
tamtam_nuevo.000679.log,7.8346,169.499795,-21.520572,12.26
tamtam_nuevo.000680.log,7.7023,167.792359,-17.795382,16.66
tamtam_nuevo.000681.log,8.1148,169.188723,-21.090923,12.23
tamtam_nuevo.000682.log,8.2085,168.253114,-18.942228,19.66
tamtam_nuevo.000683.log,7.782,168.304279,-18.839384,24.85
tamtam_nuevo.000684.log,7.9631,167.792359,-17.795382,16.66
tamtam_nuevo.000685.log,7.944,167.040513,-14.766062,34.39
tamtam_nuevo.000686.log,8.1086,170.77646,-21.941175,49.72
tamtam_nuevo.000687.log,8.025,168.429612,-19.621868,14.45
tamtam_nuevo.000688.log,7.958,169.775443,-21.506947,22.25
tamtam_nuevo.000689.log,8.083,169.510978,-21.126647,22.24
tamtam_nuevo.000690.log,7.923,167.259786,-15.563859,38.67
tamtam_nuevo.000691.log,8.0094,170.164757,-21.97274,18.79
tamtam_nuevo.000692.log,8.0061,167.872818,-17.058177,36.55
tamtam_nuevo.000693.log,8.0155,169.949503,-21.589354,28.44
tamtam_nuevo.000694.log,7.8749,166.780207,-14.786428,18.05
tamtam_nuevo.000695.log,7.8368,168.941353,-20.338889,18.33
tamtam_nuevo.000696.log,7.884,170.066083,-21.866801,19.35
tamtam_nuevo.000697.log,8.039,168.527759,-19.11117,31.24
tamtam_nuevo.000698.log,8.0681,166.242516,-14.069,6.6
tamtam_nuevo.000699.log,7.875,169.420231,-21.876562,6.67
tamtam_nuevo.000700.log,7.5041,166.461272,-14.095316,13.05
tamtam_nuevo.000701.log,7.649,166.694507,-15.160618,14.31
tamtam_nuevo.000702.log,8.0651,167.959503,-17.085803,43.45
tamtam_nuevo.000703.log,7.8343,168.465394,-18.695864,39.25
tamtam_nuevo.000704.log,7.967,166.517453,-14.831799,9.47
tamtam_nuevo.000705.log,7.9108,168.203159,-19.04663,16.44
tamtam_nuevo.000706.log,8.012,169.747241,-21.665523,15.94
tamtam_nuevo.000707.log,7.824,170.306798,-21.964629,25.22
tamtam_nuevo.000708.log,7.9503,167.562026,-16.178311,38.36
tamtam_nuevo.000709.log,7.8773,168.134437,-19.342492,10.77
tamtam_nuevo.000710.log,7.7062,167.562026,-16.178311,38.36
tamtam_nuevo.000711.log,7.8698,170.392084,-21.736434,46.67
tamtam_nuevo.000712.log,7.827,169.600274,-21.455347,16.59
tamtam_nuevo.000713.log,8.039,166.857765,-16.273702,9.45
tamtam_nuevo.000714.log,8.1181,170.027707,-21.977559,15.02
tamtam_nuevo.000715.log,8.0854,166.644524,-15.22094,12.51
tamtam_nuevo.000716.log,8.0072,169.188348,-21.531196,6.46
tamtam_nuevo.000717.log,8.0179,170.243354,-21.794721,32.84
tamtam_nuevo.000718.log,8.0066,169.561898,-21.571177,12.95
tamtam_nuevo.000719.log,8.0014,167.341281,-16.292352,23.84
tamtam_nuevo.000720.log,7.9052,168.194328,-18.936452,17.77
tamtam_nuevo.000721.log,7.8202,170.027707,-21.977559,15.02
tamtam_nuevo.000722.log,7.8651,169.950082,-21.296443,46.54
tamtam_nuevo.000723.log,7.9126,168.660326,-20.030247,14.68
tamtam_nuevo.000724.log,8.0619,168.739399,-19.262687,41.4
tamtam_nuevo.000725.log,7.9276,168.12954,-19.180336,12.57
tamtam_nuevo.000726.log,7.8674,168.12954,-19.180336,12.57
tamtam_nuevo.000727.log,7.8636,166.311645,-14.677624,5.08
tamtam_nuevo.000728.log,7.8818,166.745769,-14.034298,29.08
tamtam_nuevo.000729.log,8.1192,169.170262,-20.568536,23.28
tamtam_nuevo.000730.log,8.1766,169.772795,-21.441619,25.58
tamtam_nuevo.000731.log,7.8963,169.098968,-21.180819,9.21
tamtam_nuevo.000732.log,8.0507,169.528233,-21.34338,16.79
tamtam_nuevo.000733.log,7.8776,168.828075,-19.326546,46.47
tamtam_nuevo.000734.log,8.1364,167.349311,-17.12922,9.9
tamtam_nuevo.000735.log,8.015,166.762253,-14.641111,18.08
tamtam_nuevo.000736.log,7.9536,169.959488,-21.352071,43.26
tamtam_nuevo.000737.log,8.0498,170.053301,-21.943483,16.67
tamtam_nuevo.000738.log,8.1545,167.032282,-14.331511,46.94
tamtam_nuevo.000739.log,7.8737,170.143218,-21.551739,42.97
tamtam_nuevo.000740.log,7.9998,166.892838,-15.082808,23.01
tamtam_nuevo.000741.log,7.687,166.741538,-14.861954,16.42
tamtam_nuevo.000742.log,8.0868,170.066083,-21.866801,19.35
tamtam_nuevo.000743.log,7.9179,170.027707,-21.977559,15.02
tamtam_nuevo.000744.log,8.0427,170.65109,-21.94224,43.35
tamtam_nuevo.000745.log,8.1327,168.298729,-18.92487,22.44
tamtam_nuevo.000746.log,7.9198,168.177792,-17.818202,43.55
tamtam_nuevo.000747.log,7.8063,166.898723,-14.741446,24.79
tamtam_nuevo.000748.log,8.1303,170.509768,-21.943491,36.22
tamtam_nuevo.000749.log,8.0359,166.694507,-15.160618,14.31
tamtam_nuevo.000750.log,8.0549,170.164757,-21.97274,18.79
tamtam_nuevo.000751.log,8.1864,166.964891,-14.365403,38.19
tamtam_nuevo.000752.log,8.0605,168.386615,-18.975037,26.32
tamtam_nuevo.000753.log,7.9663,168.279969,-18.668004,27.56
tamtam_nuevo.000754.log,7.878,168.203159,-19.04663,16.44
tamtam_nuevo.000755.log,8.0247,166.769109,-15.161783,16.96
tamtam_nuevo.000756.log,8.092,166.242516,-14.069,6.6
tamtam_nuevo.000757.log,8.1143,166.444009,-14.597988,7.93
tamtam_nuevo.000758.log,8.0435,167.96209,-16.996444,45.9
tamtam_nuevo.000759.log,7.8809,166.569337,-15.113906,10.74
tamtam_nuevo.000760.log,8.3058,169.671014,-21.850973,10.37
tamtam_nuevo.000761.log,7.9994,170.011334,-21.568094,33.37
tamtam_nuevo.000762.log,8.1144,170.214463,-21.711841,36.5
tamtam_nuevo.000763.log,8.2031,170.533801,-21.865655,43.63
tamtam_nuevo.000764.log,8.1745,166.935703,-15.014745,25.87
tamtam_nuevo.000765.log,8.1945,170.392084,-21.736434,46.67
tamtam_nuevo.000766.log,7.8447,167.610457,-16.164906,41.4
tamtam_nuevo.000767.log,7.9057,170.306798,-21.964629,25.22
tamtam_nuevo.000768.log,8.2724,166.993915,-14.300513,44.01
tamtam_nuevo.000769.log,8.1615,166.499287,-14.902807,9.14
tamtam_nuevo.000770.log,8.2529,168.298729,-18.92487,22.44
tamtam_nuevo.000771.log,8.0825,167.57531,-17.33421,13.11
tamtam_nuevo.000772.log,8.099,168.189091,-18.56109,24.48
tamtam_nuevo.000773.log,8.0173,168.795219,-19.914054,22.32
tamtam_nuevo.000774.log,8.0231,166.444009,-14.597988,7.93
tamtam_nuevo.000775.log,8.1573,166.943083,-15.14001,25.86
tamtam_nuevo.000776.log,8.1394,168.203159,-19.04663,16.44
tamtam_nuevo.000777.log,8.1841,166.242516,-14.069,6.6
tamtam_nuevo.000778.log,7.9804,168.386615,-18.975037,26.32
tamtam_nuevo.000779.log,7.9515,167.785439,-19.039669,7.45
tamtam_nuevo.000780.log,8.1037,169.780992,-21.936502,10.85
tamtam_nuevo.000781.log,7.7759,169.842192,-21.553766,23.98
tamtam_nuevo.000782.log,8.0092,167.040513,-14.766062,34.39
tamtam_nuevo.000783.log,8.0058,167.953305,-19.264877,8.39
tamtam_nuevo.000784.log,7.7944,168.429612,-19.621868,14.45
tamtam_nuevo.000785.log,7.8806,166.869786,-14.791442,22.54
tamtam_nuevo.000786.log,7.9024,170.370555,-21.931503,30.34
tamtam_nuevo.000787.log,7.9724,170.306798,-21.964629,25.22
tamtam_nuevo.000788.log,7.9801,170.218846,-21.931574,23.01
tamtam_nuevo.000789.log,8.1915,169.558515,-21.2577,19.86
tamtam_nuevo.000790.log,8.4937,167.460619,-15.711159,44.71
tamtam_nuevo.000791.log,7.893,167.503961,-16.835017,19.05
tamtam_nuevo.000792.log,7.9563,168.007262,-19.152578,10.1
tamtam_nuevo.000793.log,7.9803,166.993618,-14.361625,41.35
tamtam_nuevo.000794.log,8.1489,170.838763,-21.968464,50.32
tamtam_nuevo.000795.log,7.8325,168.007285,-17.600472,33.96
tamtam_nuevo.000796.log,8.1835,170.340145,-21.842327,34.79
tamtam_nuevo.000797.log,7.9974,170.590313,-21.973774,37.77
